fileName,nailIndex,source,status,reasons,areaRatio,boundsContainment,centerInside,bounds,maximumPeerBoundsIou
4fd43a5c9f4923aa81867575ace2a875.jpg,1,refined,pass,,0.7518,0.8684,True,"[34.0, 492.0, 141.0, 722.0]",0.073
4fd43a5c9f4923aa81867575ace2a875.jpg,2,refined,pass,,0.5157,0.9415,True,"[119.0, 412.0, 216.0, 635.0]",0.073
4fd43a5c9f4923aa81867575ace2a875.jpg,3,refined,pass,,0.3801,0.9736,True,"[204.0, 398.0, 310.0, 590.0]",0.0598
4fd43a5c9f4923aa81867575ace2a875.jpg,4,refined,pass,,0.306,0.9102,True,"[297.0, 401.0, 415.0, 582.0]",0.0598
4fd43a5c9f4923aa81867575ace2a875.jpg,5,refined,pass,,0.5141,0.8708,True,"[407.0, 270.0, 544.0, 459.0]",0.0698
4fd43a5c9f4923aa81867575ace2a875.jpg,6,refined,pass,,0.3358,0.7751,True,"[510.0, 190.0, 679.0, 382.0]",0.2409
4fd43a5c9f4923aa81867575ace2a875.jpg,7,refined,pass,,0.3757,0.8413,True,"[611.0, 205.0, 769.0, 392.0]",0.2409
4fd43a5c9f4923aa81867575ace2a875.jpg,8,refined,pass,,0.4351,0.7853,True,"[712.0, 240.0, 850.0, 520.0]",0.1456
4fd43a5c9f4923aa81867575ace2a875.jpg,9,refined,pass,,0.4226,0.8572,True,"[814.0, 332.0, 930.0, 522.0]",0.1255
4fd43a5c9f4923aa81867575ace2a875.jpg,10,refined,suspect,prompt_center_outside_polygon|polygon_extends_beyond_prompt,0.2088,0.6612,False,"[828.0, 762.0, 924.0, 863.0]",0.0
f03408b03bcc28080f07f84d2507868b.jpg,1,refined,pass,,0.2521,1.0,True,"[65.0, 773.0, 210.0, 918.0]",0.0
f03408b03bcc28080f07f84d2507868b.jpg,2,refined,pass,,0.2544,1.0,True,"[242.0, 759.0, 409.0, 930.0]",0.1364
f03408b03bcc28080f07f84d2507868b.jpg,3,refined,pass,,0.3295,0.8575,True,"[369.0, 758.0, 517.0, 950.0]",0.1364
f03408b03bcc28080f07f84d2507868b.jpg,4,refined,pass,,0.3637,0.8122,True,"[466.0, 632.0, 593.0, 809.0]",0.0539
f03408b03bcc28080f07f84d2507868b.jpg,5,refined,pass,,0.3227,0.8761,True,"[625.0, 466.0, 742.0, 638.0]",0.0251
f03408b03bcc28080f07f84d2507868b.jpg,6,refined,pass,,0.3475,0.8979,True,"[718.0, 601.0, 826.0, 750.0]",0.0251
f03408b03bcc28080f07f84d2507868b.jpg,7,refined,pass,,0.2769,0.9886,True,"[830.0, 627.0, 948.0, 771.0]",0.0
f03408b03bcc28080f07f84d2507868b.jpg,8,refined,pass,,0.2142,1.0,True,"[1051.0, 666.0, 1204.0, 806.0]",0.0
8c4793356e5af0d460bc7967919fd6ba.jpg,1,refined,pass,,0.414,1.0,True,"[389.0, 432.0, 551.0, 761.0]",0.0
8c4793356e5af0d460bc7967919fd6ba.jpg,2,refined,pass,,0.3867,0.974,True,"[586.0, 468.0, 786.0, 723.0]",0.1196
8c4793356e5af0d460bc7967919fd6ba.jpg,3,refined,pass,,0.3522,1.0,True,"[715.0, 588.0, 879.0, 824.0]",0.1196
8c4793356e5af0d460bc7967919fd6ba.jpg,4,refined,pass,,0.2602,1.0,True,"[706.0, 813.0, 892.0, 917.0]",0.0321
8c4793356e5af0d460bc7967919fd6ba.jpg,5,refined,pass,,0.4943,1.0,True,"[535.0, 909.0, 827.0, 1090.0]",0.0136
d59b3facac1d4ce8507d1de491a583d6.jpg,1,refined,suspect,polygon_extends_beyond_prompt,0.4959,0.6384,True,"[368.0, 225.0, 459.0, 513.0]",0.0
d59b3facac1d4ce8507d1de491a583d6.jpg,2,refined,pass,,0.1485,0.9658,True,"[488.0, 480.0, 599.0, 612.0]",0.0
d59b3facac1d4ce8507d1de491a583d6.jpg,3,refined,pass,,0.1639,1.0,True,"[466.0, 660.0, 603.0, 791.0]",0.0
d59b3facac1d4ce8507d1de491a583d6.jpg,4,refined,pass,,0.3524,0.8826,True,"[255.0, 577.0, 448.0, 732.0]",0.0
d59b3facac1d4ce8507d1de491a583d6.jpg,5,refined,pass,,0.3608,1.0,True,"[400.0, 806.0, 621.0, 904.0]",0.0
916243c8917244d2b399ae2674266b6b.jpg,1,refined,pass,,0.51,1.0,True,"[103.0, 649.0, 204.0, 904.0]",0.0
916243c8917244d2b399ae2674266b6b.jpg,2,refined,pass,,0.5204,0.9917,True,"[240.0, 542.0, 361.0, 769.0]",0.102
916243c8917244d2b399ae2674266b6b.jpg,3,refined,pass,,0.4322,0.9155,True,"[322.0, 463.0, 447.0, 668.0]",0.102
916243c8917244d2b399ae2674266b6b.jpg,4,refined,pass,,0.3157,0.9546,True,"[427.0, 480.0, 568.0, 657.0]",0.0753
916243c8917244d2b399ae2674266b6b.jpg,5,refined,pass,,0.3316,1.0,True,"[330.0, 124.0, 483.0, 320.0]",0.1649
916243c8917244d2b399ae2674266b6b.jpg,6,refined,pass,,0.2979,0.9045,True,"[340.0, 260.0, 516.0, 434.0]",0.1649
916243c8917244d2b399ae2674266b6b.jpg,7,refined,pass,,0.3929,0.9051,True,"[504.0, 316.0, 679.0, 500.0]",0.0231
916243c8917244d2b399ae2674266b6b.jpg,8,refined,pass,,0.2832,0.9401,True,"[760.0, 260.0, 937.0, 396.0]",0.0
9a0c13d0485ade01a084dbfeff865d99.jpg,1,refined,pass,,0.3172,0.9605,True,"[39.0, 649.0, 185.0, 801.0]",0.0
9a0c13d0485ade01a084dbfeff865d99.jpg,2,refined,pass,,0.3522,0.9397,True,"[226.0, 669.0, 402.0, 851.0]",0.0835
9a0c13d0485ade01a084dbfeff865d99.jpg,3,refined,pass,,0.2332,1.0,True,"[371.0, 624.0, 516.0, 819.0]",0.1622
9a0c13d0485ade01a084dbfeff865d99.jpg,4,refined,pass,,0.2882,0.9435,True,"[464.0, 587.0, 622.0, 783.0]",0.1622
9a0c13d0485ade01a084dbfeff865d99.jpg,5,refined,pass,,0.2767,1.0,True,"[645.0, 372.0, 820.0, 549.0]",0.2027
9a0c13d0485ade01a084dbfeff865d99.jpg,6,refined,pass,,0.3548,0.8921,True,"[644.0, 488.0, 845.0, 649.0]",0.2027
9a0c13d0485ade01a084dbfeff865d99.jpg,7,refined,pass,,0.3056,1.0,True,"[788.0, 548.0, 996.0, 703.0]",0.0978
9a0c13d0485ade01a084dbfeff865d99.jpg,8,refined,pass,,0.3577,0.9291,True,"[1074.0, 525.0, 1274.0, 672.0]",0.0
9a0c13d0485ade01a084dbfeff865d99.jpg,9,refined,pass,,0.4323,1.0,True,"[331.0, 162.0, 458.0, 298.0]",0.0
aaa6fab381af1c61b619a9807d52a1f0.jpg,1,refined,pass,,0.5662,1.0,True,"[0.0, 340.0, 222.0, 524.0]",0.0
aaa6fab381af1c61b619a9807d52a1f0.jpg,2,refined,pass,,0.4017,0.9651,True,"[33.0, 524.0, 155.0, 800.0]",0.0
aaa6fab381af1c61b619a9807d52a1f0.jpg,3,refined,pass,,0.3723,1.0,True,"[225.0, 512.0, 378.0, 803.0]",0.1644
aaa6fab381af1c61b619a9807d52a1f0.jpg,4,refined,pass,,0.4528,0.8772,True,"[324.0, 482.0, 531.0, 801.0]",0.2257
aaa6fab381af1c61b619a9807d52a1f0.jpg,5,refined,pass,,0.4452,0.8325,True,"[443.0, 420.0, 664.0, 811.0]",0.2257
aaa6fab381af1c61b619a9807d52a1f0.jpg,6,refined,pass,,0.5014,0.8684,True,"[768.0, 292.0, 975.0, 603.0]",0.259
aaa6fab381af1c61b619a9807d52a1f0.jpg,7,refined,pass,,0.3314,0.9189,True,"[871.0, 195.0, 1013.0, 507.0]",0.259
aaa6fab381af1c61b619a9807d52a1f0.jpg,8,refined,pass,,0.383,0.9061,True,"[970.0, 256.0, 1128.0, 510.0]",0.1466
aaa6fab381af1c61b619a9807d52a1f0.jpg,9,refined,pass,,0.4269,0.9966,True,"[1096.0, 303.0, 1222.0, 589.0]",0.0952
ecd34e2fb116522263394fd443fab987.jpg,1,refined,pass,,0.3754,0.983,True,"[354.0, 249.0, 448.0, 351.0]",0.0666
ecd34e2fb116522263394fd443fab987.jpg,2,refined,pass,,0.319,1.0,True,"[392.0, 326.0, 498.0, 447.0]",0.0747
ecd34e2fb116522263394fd443fab987.jpg,3,refined,pass,,0.3514,1.0,True,"[478.0, 360.0, 591.0, 468.0]",0.0747
ecd34e2fb116522263394fd443fab987.jpg,4,refined,pass,,0.3742,1.0,True,"[691.0, 331.0, 814.0, 415.0]",0.0
ecd34e2fb116522263394fd443fab987.jpg,5,refined,pass,,0.4023,1.0,True,"[246.0, 672.0, 347.0, 846.0]",0.0
ecd34e2fb116522263394fd443fab987.jpg,6,refined,pass,,0.3434,1.0,True,"[348.0, 597.0, 438.0, 764.0]",0.0465
ecd34e2fb116522263394fd443fab987.jpg,7,refined,pass,,0.2348,1.0,True,"[429.0, 588.0, 528.0, 751.0]",0.0465
ecd34e2fb116522263394fd443fab987.jpg,8,refined,pass,,0.2676,1.0,True,"[519.0, 635.0, 616.0, 754.0]",0.0392
ecd34e2fb116522263394fd443fab987.jpg,9,refined,pass,,0.5601,1.0,True,"[96.0, 951.0, 167.0, 1079.0]",0.0
075757517fbb6e42840328dcfd1c984b.jpg,1,refined,pass,,0.5273,1.0,True,"[144.0, 697.0, 287.0, 903.0]",0.0
075757517fbb6e42840328dcfd1c984b.jpg,2,refined,pass,,0.3968,1.0,True,"[291.0, 610.0, 396.0, 776.0]",0.0333
075757517fbb6e42840328dcfd1c984b.jpg,3,refined,pass,,0.4589,0.9841,True,"[388.0, 602.0, 520.0, 782.0]",0.0614
075757517fbb6e42840328dcfd1c984b.jpg,4,refined,pass,,0.3761,0.9644,True,"[502.0, 660.0, 592.0, 818.0]",0.0614
075757517fbb6e42840328dcfd1c984b.jpg,5,refined,pass,,0.3901,0.8876,True,"[647.0, 444.0, 751.0, 609.0]",0.0
075757517fbb6e42840328dcfd1c984b.jpg,6,refined,pass,,0.3897,0.9901,True,"[760.0, 382.0, 862.0, 573.0]",0.0442
075757517fbb6e42840328dcfd1c984b.jpg,7,refined,pass,,0.4063,0.89,True,"[839.0, 458.0, 1033.0, 680.0]",0.232
